friend count,personaname length,lastlogoff,game count,playtime,% achievements gotten
71,11,1546684972,399,414303,14.53
51,7,1546665953,53,249363,44.38
110,12,1546659838,81,233944,11.41
26,4,1546638128,394,342773,8.1
38,8,1546685211,48,158768,15.08
55,8,1546297568,432,345088,18.66
184,6,1546209446,270,90882,5.3
251,16,1546666923,160,508976,22.3
179,5,1546690094,331,224732,5.79
136,16,1545795696,195,173721,10.19
89,12,1546619303,173,68144,31.37
68,7,1546658929,133,90168,8.98
39,3,1546638395,199,119909,9.72
146,13,1546612136,73,137423,8.23
31,7,1546494684,68,57832,21.48
260,11,1546480554,27,0,20.2
132,11,1546700537,1477,429753,11.96
32,7,1546672968,297,453179,23.4
215,15,1546663859,151,119105,4.87
690,5,1546696570,94,1082868,21.4
78,9,1546630229,186,0,10.64
63,5,1546571414,154,520883,13.28
117,8,1546506610,330,789596,23.24
102,9,1546701576,502,293759,15.76
127,5,1546699662,240,429274,15.27
132,7,1546551274,18,130400,18.77
54,7,1546704159,256,662878,28.26
119,4,1546699178,89,275569,19.72
355,8,1546685350,170,448374,11.86
-1,10,1546651581,117,0,0.0
148,5,1546653197,202,378700,17.17
12,6,1546693613,64,57512,12.98
34,4,1546699485,10,2728,12.45
62,29,1546196642,645,129895,5.7
358,12,1546598562,317,556938,11.49
117,6,1545793092,81,196761,13.87
52,3,1546700900,111,387061,16.88
57,7,1546695109,407,187489,6.33
9,5,1546649535,286,387889,18.04
273,6,1546384839,9,480385,52.59
76,6,1546652216,121,110608,5.79
105,5,1546459202,52,160645,12.29
51,9,1546640790,931,416355,8.11
15,8,1538744494,101,156196,18.92
15,10,1546471180,128,72237,8.53
46,14,1546681273,145,184049,19.91
63,3,1545932138,52,314213,16.71
161,5,1546664215,104,368966,8.71
319,9,1546637241,243,506124,11.61
64,7,1546691695,240,312035,23.11
33,16,1546652927,31,86632,8.88
168,6,1546037354,183,223895,2.92
164,6,1546646725,32,389396,29.51
18,8,1546693750,129,361726,15.07
235,10,1546587618,147,166907,10.51
32,7,1545867270,91,391285,13.49
288,21,1546387059,226,0,15.3
150,4,1546659658,173,164767,11.31
196,5,1546008223,22,76514,11.66
63,4,1546647553,171,265885,13.85
255,28,1546632100,196,358949,13.3
327,6,1546647775,77,308966,7.74
46,6,1540616895,41,53168,16.35
95,6,1546647296,1833,0,15.33
-1,8,1546672885,13,0,0.0
83,11,1546586198,511,0,11.52
148,9,1546646114,297,231665,12.61
271,21,1546644971,604,160447,16.8
62,13,1545800790,1163,66435,1.09
321,8,1546576880,198,292427,6.53
52,23,1546479726,1052,113542,1.73
177,6,1546644962,349,191594,16.35
30,11,1546616429,584,264523,8.72
133,8,1546539588,7,132679,46.89
28,9,1546690258,551,76802,5.01
137,8,1546670192,434,326337,9.76
132,9,1546690675,841,511953,10.37
60,10,1546654975,1291,79952,1.87
235,18,1546632451,254,433150,23.48
202,5,1546642824,155,206695,6.66
321,2,1546618328,19,171739,20.71
149,8,1546697273,22,213134,28.75
256,6,1546695503,215,0,16.64
145,10,1546694118,341,487193,12.52
26,15,1546650160,93,173510,18.08
138,16,1546681664,229,416359,11.22
497,8,1546606362,63,149029,4.52
44,4,1546524676,264,285871,16.33
100,7,1546213030,72,193017,9.64
299,10,1546581998,88,642328,11.83
34,4,1546394785,139,294009,14.48
129,5,1546293177,484,400339,4.72
72,7,1546541940,206,195567,13.31
46,4,1546654197,1047,491394,6.73
317,5,1546683995,162,366208,20.42
47,12,1546662126,356,220967,28.21
494,14,1546678736,215,259491,19.75
325,4,1546635917,136,399403,16.02
50,6,1546524874,412,228514,5.9
123,3,1546696557,749,621178,13.35
43,4,1546686581,23,157637,3.42
214,3,1546677502,571,657455,25.55
162,7,1546684673,480,149858,5.91
14,9,1546514705,819,124372,5.06
86,6,1546471741,93,169977,19.93
39,9,1545230187,69,222107,11.03
61,7,1546644055,411,185925,6.16
64,10,1546700975,621,220712,1.2
153,11,1546702613,53,228721,13.73
55,6,1546651361,174,156842,13.28
186,7,1546574963,395,373403,8.36
222,5,1546584199,105,474893,20.26
298,11,1546554310,1733,194719,3.01
88,5,1546649105,140,250653,28.1
173,6,1546518235,181,256916,5.77
19,9,1546480772,1845,522426,11.17
276,12,1546681802,182,380240,4.12
106,9,1546356445,255,343130,3.61
306,7,1540277589,84,426699,11.65
164,5,1546696953,7,427066,24.88
112,12,1546632736,134,335496,11.36
85,10,1546578704,193,301684,17.04
77,6,1546656651,296,357169,13.38
408,11,1546698527,244,306101,11.26
52,7,1546644860,163,0,9.15
25,8,1546688140,953,430345,9.17
17,16,1546473594,10,142724,41.59
-1,9,1546691251,263,449617,13.8
52,7,1546661798,112,399679,14.63
13,7,1546692434,260,143367,31.41
191,6,1546665974,58,353491,7.48
209,9,1545595811,202,449183,13.27
118,10,1546637947,123,216517,5.75
221,6,1546650962,81,439845,11.54
449,22,1546703544,17,251611,25.36
178,6,1546617431,32,346035,25.77
155,7,1546695133,129,279732,8.85
30,16,1546238297,346,256510,12.26
59,6,1546652488,757,347773,6.26
121,11,1546620270,156,294014,11.27
295,13,1546699925,197,101959,10.17
80,5,1545515384,81,220258,11.54
160,5,1544947894,142,356562,16.54
209,9,1546689845,983,476533,3.68
22,14,1546358925,254,133333,6.99
571,5,1545158789,1683,534683,3.92
290,8,1546689671,87,322843,17.2
45,9,1545946798,43,31950,5.69
-1,16,1546178459,72,0,7.45
150,9,1546616189,96,336203,13.85
116,5,1546704157,197,0,30.84
193,19,1543752843,67,110138,7.04
123,5,1546628269,308,0,0.0
270,10,1546656885,26,263346,17.65
38,15,1546466887,90,151500,13.26
17,16,1546682179,429,289003,11.99
26,4,1546557630,1162,253938,7.26
29,11,1546584769,848,376802,9.85
93,5,1546091384,68,153126,53.09
44,10,1546648687,430,300957,15.25
125,8,1545073400,138,150405,18.94
203,9,1546677720,298,305275,9.06
43,5,1546695646,203,179063,5.78
158,10,1546670275,399,0,14.76
98,6,1546676460,163,490486,27.42
64,6,1546130197,243,124451,7.93
117,8,1546691900,178,76477,1.92
161,11,1546679024,161,238872,5.03
39,3,1545657270,96,120291,12.98
27,7,1545872944,111,198825,12.38
143,7,1544891172,1258,0,2.48
118,9,1546670953,246,217689,9.28
113,6,1546628060,221,518277,15.02
41,5,1546676320,160,106781,13.36
148,7,1546676950,308,445228,13.21
341,7,1546668844,71,207845,20.97
55,12,1546635556,543,310579,4.19
168,5,1546659317,74,322865,10.59
7,8,1542969597,913,330170,2.22
41,11,1546556826,175,242466,11.0
88,6,1546694210,339,435473,13.9
104,5,1546703317,468,0,9.35
102,4,1546689695,70,247367,11.5
141,12,1546627935,478,35831,4.08
83,16,1546664615,104,322485,14.5
119,8,1546703316,72,366665,25.54
91,9,1546698534,10,38997,45.01
182,5,1546656050,336,533580,12.53
255,9,1546700630,434,260296,8.87
154,14,1546688018,649,124084,3.41
289,14,1546597137,369,366904,11.05
89,8,1546093242,402,409950,17.92
24,12,1546550433,86,39840,7.48
217,9,1546693620,132,221343,7.07
63,10,1546653961,339,439700,13.46
95,10,1546687704,249,313923,13.61
27,11,1546645147,310,305719,10.51
208,9,1546698394,48,265646,17.32
259,7,1546165864,147,218463,11.67
224,13,1546656820,220,213927,7.85
74,5,1546638435,527,313078,7.62
73,9,1546703732,31,0,15.05
29,8,1546703477,265,429259,19.39
316,6,1546570527,578,285175,8.51
58,14,1546692920,1177,571350,12.39
40,16,1546698215,98,71750,4.89
111,12,1546690539,48,205162,15.1
44,10,1546568852,511,87151,2.05
74,9,1546473326,117,190121,16.3
120,10,1546391497,27,182879,9.34
41,22,1546688342,26,111566,13.45
250,4,1546678171,31,377100,10.39
49,5,1546646325,119,87342,7.41
444,16,1546593355,1165,218844,3.31
69,7,1546652819,304,306697,11.07
26,15,1546694131,147,94895,11.91
276,5,1546696722,7,579964,55.48
137,7,1546558545,136,0,7.37
194,7,1546688946,335,0,5.82
125,7,1546649464,46,260714,24.55
230,20,1546597311,286,0,18.89
231,19,1546532741,131,741712,7.26
239,12,1545164179,178,201775,49.1
197,11,1546622138,283,293707,9.64
208,3,1546607642,5348,797829,1.54
104,10,1546576930,168,173810,13.31
62,5,1531355342,26,162234,14.45
89,5,1546701987,820,179705,6.38
248,19,1546604789,897,0,18.86
311,5,1546694702,357,658524,8.55
194,6,1546698594,52,151128,17.47
49,8,1546687498,218,0,4.22
76,9,1546699325,61,556537,8.42
-1,7,1546555987,405,183035,8.18
47,23,1546657056,73,153680,12.43
61,8,1546672409,775,235173,13.63
164,4,1546676021,695,198569,8.29
158,5,1546698099,172,505421,31.61
51,4,1546617500,148,59007,7.46
121,6,1546696993,1165,363871,5.47
217,17,1546695311,286,442365,16.75
19,9,1546695550,70,215564,8.2
13,14,1546638293,109,425332,30.88
232,17,1546702199,121,83608,97.93
142,9,1546402960,38,117276,4.85
26,8,1546585339,518,430934,15.11
172,5,1546628735,41,28644,17.53
76,6,1546163853,7,89630,53.92
58,9,1546629488,7,255281,16.19
72,7,1546539243,854,230684,11.91
65,11,1546695640,170,292931,13.65
125,15,1546701081,440,1448722,12.64
232,10,1546677914,277,1012865,12.32
407,6,1546700365,298,232065,26.22
-1,8,1545077915,296,152676,15.4
128,4,1546657989,386,302548,16.32
-1,12,1546180236,143,359167,24.14
99,6,1546570598,89,232124,10.09
136,10,1546676775,1216,206619,4.44
86,9,1546686480,166,375013,10.71
130,15,1546625512,105,320406,15.02
78,13,1546652757,219,165100,9.37
41,3,1542989801,2207,43683,0.17
78,5,1546689497,291,226382,11.24
92,15,1546581082,828,259932,14.41
59,9,1546676610,290,259097,8.86
35,11,1545890301,608,468460,6.16
351,12,1546617091,171,157259,11.76
183,6,1546659978,728,681321,12.59
44,5,1546698708,159,85405,9.41
289,6,1546639541,265,461085,11.8
53,9,1546460056,320,172247,8.45
246,8,1546694576,84,310479,7.12
78,16,1546685020,277,270279,6.52
18,5,1546695663,331,203926,14.26
126,10,1546697814,28,414091,10.9
25,20,1546356640,454,229701,24.56
227,14,1546682987,1203,427438,8.42
342,8,1546392948,108,427397,24.85
169,7,1546697741,1585,240284,2.51
112,17,1546666809,552,533611,9.9
180,14,1546528137,837,278623,2.39
69,10,1546680340,118,50198,9.04
328,10,1546657690,89,228127,11.11
395,10,1546687869,878,924044,36.5
150,6,1546683530,325,319493,12.02
26,13,1546701460,102,205034,36.37
106,6,1546659031,222,216920,13.12
91,4,1546701874,335,285129,2.34
162,14,1546642995,2610,738059,7.91
109,4,1546689322,90,281836,8.74
34,10,1546689725,742,272770,5.81
